,text
1821,"A grim record. Over 3,000 lives were stolen by #COVID19 today. The deadliest day yet.

Our hearts ache for all those that have lost loved ones during this pandemic.

Please -- wear a mask. Stay home as much as you can. Be safe."
1822,"#COVID19 VACCINE UPDATE:

CA is now expecting approx. 672,000 doses of the Moderna vaccine in the next few weeks.

The first shipment of Pfizer will arrive in the next week.

Healthcare workers and long term care residents will be receiving the first doses.

Hope is on the way."
1823,"#COVID19 UPDATE:

ICU capacity by region:
• Bay Area: 20.9%
• Greater Sacramento Region: 14.3%
• Northern California: 27.1%
• San Joaquin Valley: 4.2%
• Southern California: 9.0%

For more information: https://t.co/xtXFwVeWc2"
1824,Tune in on Friday! https://t.co/gRm1JZOSlW
1825,"RT @RepKatiePorter: When I came to Congress, I knew I had a responsibility to pull back the curtain for the American people and expose corr…"
1826,"COVID-19 hospitalizations have increased dramatically over the last two months nationwide.

Wee need to put data and science at the forefront and get through this surge together.

Wear a mask. Stay home. Be safe. https://t.co/cZYNC9T8pu"
1827,👀 https://t.co/qQmSeeZS0x
1828,"RT @NBCNews: Margaret Keenan, 90, becomes the first person in the world to receive a clinically approved Covid-19 vaccine at University Hos…"
1829,RT @abc7newsbayarea: Newsom appoints new public health director from San Francisco https://t.co/PnNE1SQw1F
1830,Congratulations to all the CA lawmakers who were sworn in today for another term of public service. 👏 I look forward to working together in the coming year as we continue to help Californians through this pandemic.
1831,Mitch McConnell's soulless inaction and willingness to put the lives and livelihoods of millions of Americans on the line for his own political gain is simply disgusting. https://t.co/tkYGvuiCFG
1832,"GEORGIA: Today is the LAST day to register to vote for the January 5th runoff.

Let's put Mitch McConnell out of a job.

Register. Then tell your friends that live in Georgia to register. Then tell your family that lives in Georgia to register. https://t.co/WdOnZTR0lN"
1833,"In the meantime, CA continues to prepare. Here are some of the pallet shippers we have purchased to receive the Moderna vaccine while we await federal resources.

These pallet shippers ensure the cold-chain requirements for the vaccine are met. https://t.co/H5BbaEUOU4"
1834,"#COVID19 VACCINE UPDATE:

- CA is planning to receive 2.16 million first doses in December

- CA submitted our first orders last Friday, a part of the initial 327k doses in Phase 1a

- The Community Vaccine Advisory Committee will meet this week to determine Phase 1b allocation"
1835,"#COVID19 UPDATE:

Current ICU capacity by region:

- Northern California: 28.2%
- Bay Area: 25.7%
- Greater Sacramento: 20.3%
- San Joaquin Valley: 6.3%
- Southern California: 10.9%"
1836,"#COVID19 UPDATE:

- Daily case average: 21,924

- Hospitalizations: up 72% last 2 weeks

- ICU: up 69% last 2 weeks

- Average daily tests conducted: 209,740

- Average test positivity rate: 8.4%

We are at a pivotal moment in our fight against COVID. Wear a mask. Be careful."
1837,Grateful for the partnership of @sundarpichai and @tim_cook in harnessing the innovation of CA to launch this new tool to help slow the spread of #COVID19 during this pivotal time.
1838,"NEW: CA has partnered with @Google and @Apple to launch a #COVID19 exposure notification app, CA Notify.

Starting Thursday, you can opt in to get push notifications on your phone if you have been exposed to COVID-19.

This is 100% private &amp; secure.

More: https://t.co/xtXFwVeWc2"
1839,Tune in now for a #COVID19 update. https://t.co/kMp451UL32
1840,"Congratulations, @XavierBecerra! You’ve spent your entire career fighting for equality and justice. You’ve spent the last four defending the #ACA. Now, you‘ll help lead our nation toward quality, affordable healthcare for ALL -- and continue to make CA proud! https://t.co/JcISWaqdT7"
1841,"Masks work.

Listen to @BillNye. https://t.co/S6T5lUTxEX"
1842,".@Ford led the way over a year ago and joined CA and 26 other states to shape the future of transportation and reduce greenhouse gas emissions.

Last month @GM joined us.

@Toyota —where are you??

It’s never the wrong time to do the right thing. https://t.co/EEizwwOfZe"
1843,There is light at the end of the tunnel. A vaccine is coming. We can do this.
1844,"RT @JoeBiden: Our country is in the middle of a dramatic spike in COVID-19 cases. Please wear a mask, keep social distancing, and limit the…"
1845,"The absolute honor of a lifetime to swear in Justice Martin Jenkins today as he became the first openly gay CA Supreme Court justice.

It’s hard to imagine a more decent man. A man of honor and humility. And a persistent fighter for justice.

Congratulations, Marty! https://t.co/3lTSFBS4br"
1846,California’s results are official — @JoeBiden is the next President of the United States of America! https://t.co/q4pouG36Xs
1847,"I see Mitch McConnell is trending.

@senatemajldr -- it's been 252 days since the CARES Act passed. The American people need relief. NOW."
1848,Long overdue. https://t.co/fCd8ExhiBl
1849,Region breakdown: https://t.co/YxUcDGSKTy
1850,"RT @Bob_Wachter: Kudos to @GavinNewsom &amp; team for ""pulling emergency brake."" Nobody wants stay at home, but it beats hospitals/ICUs being u…"
1851,"It's important to stay active and connected during these times.

Keep connected virtually.

Get outdoors:
•Go to a park or a beach 
•Go on a hike 
•Go on a bike ride 
•Go fishing 
•Do yoga
•Walk your dog
•Go on a run
•Go skiing, snowboarding"
1852,"Transparency, equity, and safety will continue to be our top priorities as we begin the distribution process for Phase 1. We are making all this information available to the public.

To learn more visit: https://t.co/xtXFwVeWc2"
1853,"The 327k doses will be distributed through 6 regions in CA. Here are the doses per region:

Region I: 126,750
Region II: 80,497
Region III: 8,592
Region IV: 35,145
Region V: 16,706
Region VI: 59,910

Tomorrow these regions will make orders based on prioritizations of the 3 tiers."
1854,"Tier 3: Other settings and health care workers, including:
 
- Specialty clinics
- Laboratory workers
- Dental / oral health clinics
- Pharmacy staff not working in settings at higher tiers"
1855,"Tier 2:
 
- Intermediate care facilities
- Home healthcare &amp; supportive services
- Community health workers
- Public health field staff
- Primary Care clinics, including 
Rural Health Centers, correctional facility clinics and urgent care clinics"
1856,"Tier 1:
 
- Acute care, psychiatric and correctional facility hospitals
- Skilled nursing facilities, assisted living facilities, and similar settings for older or medically vulnerable
- Paramedics, EMTs and others providing emergency medical services
- Dialysis centers"
1857,"VACCINE UPDATE: CA will be receiving 327k doses of the new Pfizer #COVID19 vaccine in mid December.

The Drafting Guidelines Workgroup &amp; Community Advisory Committee have now finalized recommendations for who will receive these initial doses.

We have prioritized into 3 tiers:"
1858,"No regions have been placed into this Regional Stay-At-Home Order at this time.

Remember: this is temporary. Hope is on the way. Relief is on the way. A vaccine is coming -- with first doses arriving in the next few weeks.

We can get through this -- together."
1859,"Sectors that will be temporarily closed when a region is placed into the Stay-At-Home include:

- Bars
- Wineries
- Personal Services
- Hair Salons / Barbershops"
1860,"Sectors that will remain open when a region is placed into the Regional Stay-At-Home, include: 

- Schools that are already open
- Critical infrastructure
- Retail (20% capacity to reduce exposure)
- Restaurants (take-out and delivery)"
1861,"Our ICUs are climbing quickly toward their capacity. Our death rate is rising.

To slow the surge of #COVID19 and save lives, CA is introducing a Regional Stay-At-Home Order.

Regions where ICU capacity
fall below 15% will be placed into this Stay-at-Home Order 
for 3 weeks."
1862,As #COVID19 numbers continue to rise at an alarming rate -- tune in now for an important update. https://t.co/8cuCvXtPEG
1863,RT @CAgovernor: Today’s #COVID19 update will begin at approximately 12:30pm.
1864,"As we work to slow the latest surge of #COVID19 -- small businesses need immediate relief.

Our Emergency Relief Package will provide businesses a bridge while we wait for federal funds and work with the legislature to provide longer term aid. https://t.co/qauPDXrKY8"
1865,"Congratulations to Janet Yellen -- her intelligence &amp; steady hand helped guide CA's Task Force on Business &amp; Jobs Recovery and inspire innovative ideas like the CA Rebuilding Fund we doubled down on today.

No one better to tackle the economic challenges we're facing as a nation. https://t.co/BFtH27D86h"
1866,"VACCINE UPDATE: CA will be receiving 327,000 doses of the new Pfizer #COVID19 vaccine in mid December.

Transparency, equity, and safety will continue to be our top priorities as we begin the distribution process for Phase 1."
1867,"It has been 248 days since the CARES Act passed.
 
The federal government needs to do its job and provide the relief American people desperately need."
1868,"California’s $100 million Main Street Hiring Tax Credit will launch TOMORROW.

This tax credit will help businesses by providing:
- $1,000 per qualified employee
- Up to $100,000 for each business

Businesses can apply TOMORROW at https://t.co/xtXFwVeWc2."
1869,"CA is making available $500,000,000 in reserve funds for grants to small businesses, nonprofits, and cultural institutions.

Businesses can apply for grants up to $25,000.

Learn more at https://t.co/xtXFwVeWc2"
1870,"CA will now provide billions in sales tax deferrals including an automatic 3-month extension for taxpayers with less than $1M in sales tax.

This includes hair salons, bars, restaurants, and other businesses heavily impacted by #COVID19."
1871,"THREAD: As we continue the fight against #COVID19, today we announced a Small Business Emergency Relief Package that will provide immediate relief for businesses impacted by the virus."
1872,"This is the tipping point.

CA has worked hard to prepare for a surge—but we can’t sustain the record high cases we’re seeing.

Current projections show CA will run out of current ICU beds before Christmas Eve.

Please stay safe &amp; stay home as much as you can for next few weeks. https://t.co/5NJYzHokhE"
1873,"California’s #COVID19 hospitalizations have increased by 89% in the last two weeks.

If these trends continue, our current hospitalizations could increase by 2-3 times within ONE MONTH."
1874,"CA continues to see record high #COVID19 case rates.

Tune in now for an important update. https://t.co/WhxNH3eiCv"
1875,"RT @CAgovernor: TODAY: Governor @GavinNewsom will provide an update on the state’s response to the #COVID19 pandemic.

📹 Watch live at 12pm…"
1876,"RT @CAgovernor: Through cash assistance, putting food on families’ tables, helping Californians find jobs, housing or more, our public-priv…"
1877,RT @CAgovernor: Supporting small businesses stimulates economic growth across the state. Our CA Rebuilding Fund supports entrepreneurs &amp; gi…
1878,"Today is Small Business Saturday. California is home to over 4 million small businesses. This holiday season, shop safe and shop local to help support our economy and the over 7 million workers that help keep our small businesses going."
1879,RT @CAPublicHealth: #COVID19 cases are on the rise in #California. Protect yourself and your loved ones this holiday season. Find out what…
1880,"The compassion and resilience that so many on the frontlines of this pandemic have shown this year have inspired and moved us all. Today, as we celebrate Thanksgiving I just wanted to pause and express my gratitude. We are forever indebted to your service to this great state."
1881,"This year, the term “essential worker” took on a whole new meaning.

To the nurses that comforted our loved ones when none of us could, the firefighters that battled historic flames, the grocers that kept our families fed--everyone that faced unprecedented challenges--THANK YOU."
1882,"RT @BarackObama: Let’s all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And…"
1883,"From “Courage for a Change” to “California For All,” @Click_CA has been by my side helping us communicate to millions of Californians and navigate the state through a time of unprecedented challenge.

Team Newsom wishes you the best of luck in this next chapter!! https://t.co/SLdBq2uGCe"
1884,"Some stark numbers for today's #COVID19 UPDATE:

- Daily case average: 13,751

- Hospitalizations: up 88% over last 2 weeks

- ICU: up 57% over last 2 weeks

- Tests done yesterday: 168,988

- Average test positivity rate: 5.9%

Please -- be careful heading into the holidays."
1885,RT @JoeBiden: America is back.
1886,".@GM has joined CA and 26 other states to shape the future of transportation and reduce our greenhouse gas emissions.

It’s never too late to do the right thing -- thank you GM. We welcome the rest of the world’s automakers to also join us. https://t.co/EEizwwOfZe"
1887,"RT @RachelHBluth: California has around 40 million more N95s than the US has right now in the Strategic National Stockpile.

https://t.co/3…"
1888,RT @CAgovernor: A modern approach to governing means bringing in different sectors to rebuild a #CaliforniaForAll through public-private pa…
1889,"RT @CAgovernor: When Californians band together there isn’t any challenge we can’t beat.

Tune in at 2:30PM today as we reflect on the comm…"
1890,RT @Martha_Barcena: It was a pleasure to speak with Governor @GavinNewsom. We agreed that our cross-border cooperation is fundamental for t…
1891,"RT @CoveredCA: The Open Enrollment Period is here! If you need health coverage for 2021, now's the time to shop. https://t.co/tdYeVyAJwz ht…"
1892,"#COVID19 UPDATE:

This last week, CA saw an unprecedented rise in cases.
 
- Average daily tests: 198,379

- Average test positivity rate: 5.5%

- Daily case average: 11,591

- Hospitalizations: up 77% over last 2 weeks

- ICU: up 55% over last 2 weeks"
1893,Tune in now. https://t.co/qAkMMjju9d
1894,"RT @CAgovernor: TODAY: Governor @GavinNewsom will provide an update on the state’s response to the #COVID19 pandemic.

📹 Watch live at 1:30…"
1895,We are grateful for all the officers that keep our family safe and for every frontline worker who continues to go to work during this pandemic.
1896,"Jen and I had no direct interaction with the officer and wish them a speedy recovery.

Thankfully, the entire family tested negative today. However, consistent with local guidance, we will be quarantining for 14 days."
1897,"Late Friday evening, @JenSiebelNewsom and I learned that 3 of our children had been exposed to an officer from the California Highway Patrol who had tested positive for COVID-19."
1898,RT @KamalaHarris: Wearing a mask can save lives. Do your part.
1899,History MADE! https://t.co/rhkYFQb7Ut
1900,"RT @CAgovernor: With this agreement, we are closer than ever to restoring access to 400 miles of salmon habitat. 

This will begin to right…"
1901,"Today is #TransDayOfRemembrance, a day to honor the memory of those lost to anti-transgender violence.

Today, we’re reminded of our commitment to being a state that stands for inclusion and diversity. That embraces our differences, and  stands for equality &amp; opportunity for all."
1902,RT @IBankCA: Opportunity. Family. Home. Lifeblood of our communities. The California Dream. Our future. What does small business mean to yo…
1903,"RT @CAgovernor: Throughout #COVID19, CA has been led by data &amp; science. The Business &amp; Jobs Recovery Task Force aided CA with innovative wa…"
1904,"Due to the rise in #COVID19 cases, CA is issuing a limited Stay at Home Order.

Non-essential work and gatherings must stop from 10pm-5am in counties in the purple tier.

This will take effect at 10pm on Saturday and remain for 1 month.

Together--we can flatten the curve again."
1905,"RT @CAgovernor: We have issued an emergency proclamation for Mono County due to the effects of the #MountainViewFire, which has burned over…"
1906,"RT @CAgovernor: Project Roomkey exceeded expectations, providing shelter to more than 23,000 Californians experiencing homelessness.
 
That…"
1907,RT @TODAYshow: A new report spearheaded by the California Partners Project is sounding the alarm about the pandemic's impact on the mental…
1908,"RT @JenSiebelNewsom: We can help our kids become more mindful tech users, and protect their mental health in the process. 

Check out more…"
1909,RT @49ers: The #49ers and @DHCS_CA's CalHOPE are teaming up to provide resources for California residents to keep them mentally and physica…
1910,"RT @CAgovernor: TODAY: Governor Newsom @OregonGovBrown leaders of @TheYurokTribe &amp; Karuk Tribe, Klamath River Renewal Corporation, Berkshir…"
1911,Masks work. https://t.co/7hLFR75a0r
1912,"Due to the alarming increases we are seeing in #COVID19 cases, CA is pulling an emergency brake.

To slow the spread, 41 counties —94% of California’s population —
will now be in purple, the most restrictive tier."
1913,"#COVID19 update:

- Average daily tests: 164,345

- Average test positivity rate: 4.6%

- Daily case average: 8,198

- Hospitalizations: 48% increase over last 2 weeks

- ICU: 39% increase over last 2 weeks"
1914,Tune in now. https://t.co/aC7LhvWsDF
1915,"RT @CAgovernor: TODAY: Governor @GavinNewsom will provide an update on the state’s response to the #COVID19 pandemic.

📹 Watch live at 12 P…"
1916,"Light will always overcome darkness.

Today, we celebrate the power of hope over despair.

Happy #Diwali  to all those celebrating!"
1917,"RT @CAgovernor: We’re reaching a sobering milestone: 1 million COVID cases.

To protect public health, CA, @GovInslee &amp; @OregonGovBrown iss…"
1918,"#COVID19 update:
-Positivity rate: 3.9%
-Daily case average: 6,719
-Hospitalizations: 36% increase
-ICU: 37% increase

We absolutely must take these increases seriously.

Wear your mask. Physically distance. Do not let your guard down.

Your actions could literally save lives."
1919,"Invertebrate [in-vur-tuh-brit, -breyt]: an animal lacking a backbone.

Ranging from well known animals such as jellyfish, corals, slugs, snails, octopuses, and Mitch McConnell. https://t.co/7ZvxkWQj7l"
1920,Wear a mask.
1921,RT @RobertGarcia: Governor @GavinNewsom is a history maker for the LGBTQ+ community. He took the first national stand to support gay marria…
1922,Our gratitude to those that have served our state and country cannot end with words. We have a duty to serve those who have served us. #VeteransDay
1923,"Today, I met with Fred, a 51-year-old veteran who has struggled with PTSD, severe depression &amp; anxiety. Fred has lived on the streets for 7 years. This year he found help &amp; shelter through CA’s Project Roomkey &amp; is now in the process of finding permanent housing through Homekey. https://t.co/yuW9HjuvZP"
1924,"CA is home to nearly 1.6 million veterans -- more than any other state.

Today, we thank you for your selfless service to protect our freedoms and recommit to honor you with the respect, care, and gratitude you have earned. https://t.co/Mh6EfiLWdz"
1925,RT @CAgovernor: The ACA is a foundation on which to build a more robust health care infrastructure for California. We stand to lose billion…
1926,"RT @sfchronicle: California has confirmed the first openly gay state Supreme Court justice. Martin Jenkins, a judicial veteran and legal ad…"
1927,RT @TeamPelosi: Republicans argued today that they are burdened by a governance role in making health care accessible and affordable to sav…
1928,"The @GOP are fighting to strike down the #ACA in front of the Supreme Court today so you can be denied health coverage for basic reasons like being pregnant.

https://t.co/eJCEEqTPR0"
1929,"Today, California is defending the #ACA.

Republicans are urging the Supreme Court to strip away healthcare from millions of Americans -- in the middle of a pandemic. It’s cruel. It’s unconscionable. And we intend to stop them. https://t.co/3yKLoZb2fc"
1930,"#COVID19 update:
-Daily test average: 143,711
-Positivity rate: 3.7%
-Daily case average: 5,889
-Hospitalizations: 29% increase
-ICU: 27% increase

I know we’re all tired of this--but COVID-19 has NOT gone away.

Wear your mask. Physically distance. We cannot let our guard down."
1931,CA leading the way once again with a science based approach to #COVID19 -- lending 3 of our own to this taskforce of brilliant minds who will help tackle this pandemic. https://t.co/0mlsZLjQ6Z
1932,Tune in now. https://t.co/fFVCLh1f1a
1933,"RT @CAgovernor: TODAY: Governor @GavinNewsom will provide an update on California’s response to #COVID19.

📹Watch live at 12:00PM
YouTube:…"
1934,RT @KamalaHarris: I hope every little girl watching tonight sees that this is a country of possibilities. https://t.co/E4GYfr2QoO
1935,"RT @nowthisnews: California has opened up a new COVID-19 testing lab that can administer 150,000 tests a day. @GavinNewsom explains why it…"
1936,Spread the faith.
1937,"“Let's give each other a chance. It's time to put away the harsh rhetoric. Lower the temperature. See each other again.""

Thank you, @JoeBiden."
1938,"To every volunteer, door knocker, text banker, phone banker, and organizer -- thank you. Today wouldn’t be happening without you."
1939,RT @JenSiebelNewsom: #MOOD 🇺🇸🇺🇸🇺🇸 https://t.co/ep6WwZhzEj
1940,California today: https://t.co/zhdncAiV7V
1941,Today is a good day for America. https://t.co/GvGaELVQog
1942,"""It's easier to be a parent this morning, it's easier to be a dad. It's easier to tell your kids character matters, it matters. Telling the truth matters. Being a good person matters."" https://t.co/QLI1m3G35e"
1943,"My dear friend, and now Madame Vice President-elect, congratulations.

California is so, so proud today. https://t.co/EtilFvOM8w"
1944,".@JoeBiden and @KamalaHarris will lead our nation through this valley of darkness toward a more hopeful, healthy and unselfish future.

Congratulations, President-elect Biden and Vice-President-elect Harris. California is here for it. And we are here for you."
1945,"Together, @JoeBiden and @KamalaHarris will turn hurt into healing and deep-seated divisions into common ground, repair our standing around the world and rally our nation together in this time of unprecedented crisis."
1946,"CA's own @KamalaHarris is tough, passionate, persistent &amp; has devoted a lifetime to the highest American ideal of justice for ALL.

Her ceiling-shattering accomplishment will put wings on the aspirations of young women and people of color across this country and around the world."
1947,.@JoeBiden will treat every person with dignity &amp; deserving of equal opportunity. He will attack systemic injustices -- not his fellow Americans. Respect our democratic institutions &amp; renew America’s place of leadership in responding to global threats like COVID &amp; climate change.
1948,"This was truly the victory America needed, to be the America we know we can be.

From America’s largest state: Congratulations to the next President and Vice-President of these United States, @JoeBiden and @KamalaHarris."
1949,"RT @JoeBiden: What is becoming clearer each hour is that record numbers of Americans — from all races, faiths, regions — chose change over…"
1950,Smiling down on us all. https://t.co/VPwNYeVM2F
1951,Congratulations @CaptMarkKelly!! https://t.co/XVrryYTE3o
1952,Needed this. https://t.co/cfXi8ROB84
1953,All of us and the Kornacki cam. https://t.co/IfJDigTMdN
1954,.@staceyabrams is a patriot.
1955,Democracy will win this.
1956,Good morning. The @GOP have now lost the popular vote in 7 of the last 8 presidential elections.
1957,Thank you to the election workers in #Maricopa County doing their job tonight.
1958,"👏👏

Huge congrats to my friend @HollyJMitchell!! https://t.co/PaHkca6xOx"
1959,👀 https://t.co/QrLRVVycqK
1960,"This isn’t over. We must do everything we can to send
@ReverendWarnock to the Senate. https://t.co/KOaR1iRUG7"
1961,"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…"
1962,"RT @JoeBiden: I am confident we will emerge victorious, but this will not be my victory or our victory alone. It will be a victory for the…"
1963,"Every vote is a sacred act.

We have a legal and moral obligation to take the time to count each and every one-- free of partisan pressure.

And at the end of this, we will emerge as one nation. A truly UNITED States."
1964,"RT @nowthisnews: California has opened up a new COVID-19 testing lab that can administer 150,000 tests a day. @GavinNewsom explains why it…"
1965,"I see you @RobBontaCA!! 

Sending positive vibes to everyone today. https://t.co/orNVpM9tOa https://t.co/suXAqLTwxm"
1966,"RT @USClimate: No matter the results of the election, the 25 governors of the bipartisan @USClimate Alliance reaffirm our commitment to sup…"
1967,Grateful for all the poll workers who helped make democracy run yesterday. https://t.co/XE3frFcYK7
1968,Patience is more than a virtue today -- it’s a necessity. We got this.
1969,A huge WIN in California for voting rights. Parolees will have their right to vote restored. https://t.co/IsRUtTKry9
1970,Every vote will be counted.
1971,RT @JoeBiden: We feel good about where we are. We believe we are on track to win this election.
1972,"RT @kylegriffin1: Arizona voters have approved Proposition 207, making recreational marijuana legal in state. https://t.co/vYmUqBxel9"
1973,"CA voters cast a record number of votes in this election. We will count every single one, however long it takes. We‘ll proudly deliver 55 electoral votes to Joe Biden. And we literally can’t wait to call Kamala Harris Madam Vice President.
 
Let’s count those votes."
1974,We have a legal and moral obligation to take the time to count every vote and ensure a winner is legitimately and democratically elected -- free of partisan pressure or premature speculation.
1975,"Elections end when -- and only when -- every vote is counted. Tonight, @JoeBiden and California’s own @KamalaHarris have a clear path to victory and many, many votes in key states left to tabulate."
1976,Proudly. https://t.co/t0JpB5h4Yw
1977,"Voting might be over, but the counting will continue until there are no ballots left to count.  After all, that’s how democracy in America is supposed to work.
 
Be safe and congratulations, California!"
1978,"This election will end when every vote is counted -- not a second sooner. Every vote matters, every vote is a sacred act &amp; every vote WILL be counted -- no matter how long it takes -- before a result is certified.
 
In elections, patience is more than a virtue – it’s a necessity."
1979,"CA more than doubled previous early-voting records and delivered the largest overall vote in our history.  
 
We demonstrated that our democratic will is stronger than those who would threaten our free and fair elections with phony threats or the fog of fear tactics."
1980,"California has successfully conducted a record-setting election that was safe, secure and accessible -- accompanied by the largest universal vote-by-mail effort ever managed in our country.
 
Californians have met the moment, exercising the right to vote in historic numbers."
1981,"RT @TeamJoe: 🚨 CLARK COUNTY, NV 🚨 Polling hours have been extended in some locations by ONE hour to 8PM. If you’re in line by 8PM you can s…"
1982,"RT @CA_Dem: If you're in line STAY in line.

If you still need to get in line get there before 8PM 
&amp; STAY IN LINE."
1983,Access to safe and legal cannabis is a step forward for social and racial justice. https://t.co/wqdHTIekv0
1984,RT @ericswalwell: STAY IN LINE TO #VOTE IN ARIZONA!!! Please spread the word.
1985,"Congratulations, Sarah! 👏 https://t.co/Vn1r39vETk"
1986,A huge THANK YOU to all the poll workers today on the frontlines of democracy.
1987,Blue wave coming like... https://t.co/IUXLtxrnxH
1988,"Everyone’s got their own “spin” on Election Day.

The Warriors opened one of their facilities today as a vote center!

Let’s do this CA. https://t.co/WMkCKn7r2K"
1989,Vote. https://t.co/VbWAtQRLFO
1990,"There are no do-overs.

We don’t want to spend the next four years wondering “what if.”

Grab your mask and head to the polls."
1991,Texting some folks in PA this morning for @JoeBiden and @KamalaHarris! https://t.co/AAWOwS3h2k
1992,"CA: If you have any issues at the polls, contact the voter hotline at (800) 345-8683."
1993,"CALIFORNIA: the polls are officially OPEN!

Polls close at 8:00PM tonight.

You can STILL register to vote in person at your polling place.

Bring your mask.

If you’re in line by 8:00PM stay in line -- you will be able to vote.

Find your polling place: https://t.co/XlF6WVh2yE"
1994,Every last vote must be counted.
1995,"Great to chat with @SnoopDogg today about the importance of voting.

He voted for the first time this election cycle.

Polls open at 7am tomorrow. It’s not too late to make a plan and #VOTE! https://t.co/CWQ1UPETFD"
1996,"CALIFORNIA:

Polls are open from 7:00AM-8:00PM tomorrow.

You can register to vote on E Day at your polling place.

If you’re in line by 8:00PM stay in line--you will be able to vote.

If you vote in person, bring your mask. Wear your mask.

For more info: https://t.co/Lvjo2D3vwu"
1997,"RT @JoeBiden: I’m Joe Biden, and I’m asking for your vote.

https://t.co/eoxT07d7QB"
1998,"RT @nowthisnews: California has opened up a new COVID-19 testing lab that can administer 150,000 tests a day. @GavinNewsom explains why it…"
1999,"CALIFORNIA you can STILL register to vote!

You can register ON Election Day in CA and...

Colorado
Connecticut
DC
Hawaii
Idaho
Illinois
Iowa
Maine
Maryland
Michigan
Minnesota
Montana
Nevada
New Hampshire
RI
Utah
Vermont
Washington
Wisconsin
Wyoming

https://t.co/MHvl1WMzYl"
2000,"RT @JoeBiden: Who we are. What we believe. Who we want to be. It’s all at stake tomorrow.

Vote. https://t.co/eoxT07d7QB"
2001,"RT @CAgovernor: ""More testing is foundational and fundamental to getting around this disease and mitigating its spread."" - Governor @GavinN…"
2002,Nothing quite like the virtual GOTV experience this cycle. San Diego -- let’s get out and vote for @ToddGloria for Mayor!!! https://t.co/WtPP7qLaVb
2003,"RT @CASOSvote: UPDATE: CA voters have cast 11,822,758 ballots! This includes vote-by-mail ballots and in-person ballots cast, and represent…"
2004,"RT @addis4assembly: Thank you Governor @GavinNewsom for your endorsement &amp; support. Thank you to each &amp; every caller, texter, postcard writ…"
2005,RT @R_JonesSawyer: Thank you @GavinNewsom for your words of support &amp; inspiration! I appreciate you taking the time to encourage residents…
2006,"RT @ChrisWard4AD78: Thank you Governor @GavinNewsom, @LorenaSGonzalez, @carolkimSD and to all our supporters that joined us to kick off our…"
2007,CA Dems coming together to phone bank voters in swing states! Join us now!! https://t.co/HRKfWlgOR6
2008,LIVE! Tune in now! https://t.co/TNA434QP8k
2009,"RT @toniatkins: .@GavinNewsom, the @casendems members &amp; candidates, and I took a moment to express our deep gratitude for all the time &amp; en…"
2010,Going live with @SnoopDogg around 2pm on Instagram to talk about the importance of voting. Tune in! #VOTE https://t.co/R55Oaxkvya
2011,"11.2 million votes have ALREADY been cast in California.

Today, California will DOUBLE the early votes cast in 2016.

If you haven’t already -- make a plan, find a polling place, drop off your ballot in a drop box.

One more day. Let’s do this. https://t.co/MHvl1WMzYl"
2012,"RT @ABC: Tomorrow is #ElectionDay. You still have time to register to vote in the following states:
-CA
-CO
-CT
-DC
-HI
-ID
-IL
-IA
-ME
-MD…"
2013,"RT @nvdems: From kicking off lit drops to participating in our Out for Biden Roundtable, @GavinNewsom is here to remind Nevadans what's at…"
2014,"RT @warriors: You heard @StephenCurry30, #DubNation

Let’s get to it.

#Vote https://t.co/tQfFDaS45Z"
2015,"Decency. Grace. Empathy. Dignity. 

They’re all on the ballot.

Great to be in Nevada today. Now let’s go win this thing. #Vote https://t.co/1W8a4aF1ct"
2016,In Nevada talking with leaders of the LGBTQ+ community about what’s at stake this election. Tune in. https://t.co/wiwARkyUg2
2017,👋 https://t.co/2V8jUgAg4m
2018,"RT @Dodgers: Haven't voted yet? Dodger Stadium is open for early voting! Vote in person or drop your ballots off, open through Tuesday. htt…"
2019,"Great to be in Nevada for @JoeBiden and @KamalaHarris!

Two more days -- let’s bring this over the finish line. #VOTE https://t.co/3EsJ8LrPCe"
2020,"Contrary to what the @GOP want you to believe -- elections are decided when every eligible vote is counted. Not because it’s 12:01am.

It’s not “stealing” -- it’s DEMOCRACY. https://t.co/fu4Mk6Gehf"
2021,Vote this deranged man OUT of office. https://t.co/HFAurUPyCu
2022,"RT @longdrivesouth: Ofelia Esparza is a national treasure. Literally. Born in East LA in 1932, Esparza won an NEA National Heritage fellows…"
2023,Masks work. https://t.co/GKsopNYt0T
2024,"This is when I tweet that #COVID19 doesn’t GHOST on Halloween. And then I put in emojis like this one: 👻.

But seriously, stay safe tonight CA."
2025,Omg. https://t.co/MYvMqZceBB
2026,"An absolute legend and icon. Rest In Peace, Sean. https://t.co/VeSIBh5BeJ"
2027,RT @JoeBiden: Be a patriot. Wear a mask. https://t.co/o2v9xP24A9
2028,RT @iambeckyg: Honesty &amp; transparency is what we look for when talking about the issues that affect us. I look forward to continuing the co…
2029,"If a former Mayor of San Francisco can visit the Dodger Stadium -- anything is possible.

Get out and VOTE! https://t.co/mQSTBhoKoo"
2030,💜💙💚💛❤️ https://t.co/KIjuKvstch
2031,Quick pause on election tweets because this is legit. https://t.co/qsOix6mZrI
