,text
1408,"If Amazon workers in Alabama – a strong anti-union state – vote to form a union, it will be a shot heard around the world. If they can negotiate higher wages and better working conditions in the South, it will benefit every worker in America. I strongly support their efforts. https://t.co/ywldDO5hzv"
1409,"Our young people are the most progressive generation in U.S. history, and they're making their voices heard. As a result of a huge increase in voter turnout, people under 30 played a major role in Biden's victory. They are transforming America. https://t.co/8c8x9qjSox"
1410,"There are a lot of good reasons to veto the Defense Bill, including it's $740 billion cost. But Trump's reason is not one of them. Yes. In the year 2020, American troops should not be living in army bases named after Confederate military leaders who fought to defend slavery."
1411,RT @strikewave: BIG DEAL: Union election petition filed at @amazon Fulfillment Center in Alabama by @RWDSU. Potential 1500 workers in the b…
1412,"All workers are entitled to decent wages and working conditions, which is why I stand with the Amazon warehouse workers in Alabama exercising their constitutional right to form a union. Mr. Bezos, the wealthiest person in America, must not interfere in this election."
1413,"Health care is a human right, not a job benefit. We cannot continue spending twice as much per capita as any other country, while 92 million are uninsured or under-insured, and 68,000 die unnecessarily each year. Medicare for All is coming sooner or later. Let's make it sooner."
1414,"We must never ""normalize"" authoritarianism. In ways that would've been beyond belief a few years ago, Trump and his team, through outrageous lies and conspiracy theories, are undermining American democracy. They must not and will not succeed."
1415,"Nero fiddled while Rome burned. Trump, the most dangerous president ever, golfs and sends out bogus tweets in an outrageous and desperate attempt to overturn an election he lost by more than 6 million votes. Bye-bye, Trump. You will not destroy American democracy."
1416,"This is what Georgia's senate runoff elections mean: strong COVID relief, $15 minimum wage, expanded healthcare, tackling climate change, addressing systemic racism and immigration reform – and removing Mitch McConnell as Majority Leader. Let's do it."
1417,"In 2016, when Trump won MI, PA and WI by 77, 000 votes, it was part of his ""landslide"" victory. 

In 2020, when Biden won MI, PA and WI by 255,000 votes, and won the popular vote by 6 million, it was ""voter fraud."" 

We will not allow Trump to destroy American democracy."
1418,"It is beyond pathetic for a sitting president to try to subvert the results of an election. It is even worse when the Republican Party, with few exceptions, remains silent over this outrageous attack on democracy. The GOP has ceased to be a political party. It is now a cult."
1419,"We must do everything possible to make me sure we become a vibrant democracy, and that means doing the exact opposite of what Trump and his authoritarian friends want to do. https://t.co/FXYsaOoWgq"
1420,"RT @thenation: Today @BernieSanders joins The Nation Festival at 6pm EST! Sign up for a day pass at $69 to see him live, as well as @rbreic…"
1421,RT @NicholsUprising: I’ll interview @BernieSanders at 6E today on the future of American democracy and the emerging prospects for a working…
1422,"Trump wants to destroy American democracy. We want to expand it. 

We must put an end to:

– The electoral college.

– The disastrous Citizens United decision.

– Voter suppression.

– Outrageous gerrymandering.

Democracy means one person, one vote."
1423,"Taxpayers are subsidizing some of the wealthiest families and most profitable corporations in America. That is morally obscene and it's going to change. Workers need to earn a living wage. 

https://t.co/od4rG6nbV0"
1424,"This is what authoritarianism looks like: 

Trump not conceding after losing. 

Sen. Graham pressuring Secretaries of State to not count ballots. 

Michigan GOP pushing to not certify state's election results. 

Giuliani creating fiction."
1425,"If Congress doesn't act immediately, 12 million Americans will see all of their unemployment benefits expire the day after Christmas.

Meanwhile, the only thing GOP Senators are interested in is confirming right-wing judges and trying to delegitimize the election. Pathetic. https://t.co/WslgSGOfGc"
1426,"The major political conflict we face now is not over policy. It's about whether or not we remain a democracy. Frighteningly, many Republican officials are abandoning the rule of law to become part of the Trump authoritarian cult. We will fight back and win."
1427,RT @PplsAction: https://t.co/1fgmA7fhI6
1428,"If we can provide over $1 trillion in tax breaks to the top 1% and large corporations and $740 billion for the bloated Pentagon, please don't tell me that we cannot afford to cancel all student debt and make public colleges and trade schools tuition-free and debt-free for all. https://t.co/vcjJzKGy4a"
1429,Joe Biden is absolutely right. Standing up for working families means making sure that government contracts are only given to companies that make products in the United States. No more corporate welfare to companies that throw American workers out on the street and move abroad. https://t.co/iMW3sI12Yq
1430,"I always find it amusing when our opponents talk about the “far-left” agenda.

The truth is our ideas are common sense ideas that the majority of the American people support. https://t.co/imiUj32B7n"
1431,"Donald Trump will go down in history not just as a racist, sexist, xenophobe and religious bigot. He will be remembered as a demagogue who, more than anyone else, attempted to undermine the rule of law and destroy American democracy. He will not be missed."
1432,"Over 1,000 Americans are dying each day from the coronavirus. 40 million Americans face eviction. 92 million Americans are uninsured or under-insured. It's time for the Republicans to stop trying to delegitimize the election and work with us to pass a COVID-19 relief bill NOW!"
1433,"No figure in history has done more to undermine American democracy than Donald Trump. His ""birther"" movement tried to delegitimize the Obama presidency. His refusal to accept defeat now is trying to undermine the Biden presidency. Goodbye Trump."
1434,"Happy to hear @RoKhanna is in the mix for U.S. Senate. Ro was a co-chair of my presidential campaign, has a bold vision for America and is a proven fighter for working people. 

https://t.co/1WxmoJeLgR"
1435,"The refusal of Republican leaders to acknowledge the results of the presidential election is not just an attack on Biden. It is an attack on American democracy, and shows the degree to which the Republican party is moving toward authoritarianism."
1436,"We are making progress in reforming a broken and racist criminal justice system. New prosecutors across the country are being elected who want to end the ""war on drugs."" Instead of throwing more people in jail, they want to address the causes of crime.  
https://t.co/suy9xnw0U8"
1437,"Narcissist in Chief. While the pandemic rages across the country, Trump spends his day plotting how he can overturn the election results. Fortunately, we will soon have a president who believes in science and who is prepared to serve the American people, not himself."
1438,The business model of Wells Fargo &amp; its disgraced former CEO John Stumpf is fraud. The $2.5 million fine he paid for scamming customers will allow him to walk away with over $200 million. Unacceptable. We must make sure that no bank is too big to fail &amp; no CEO is too big to jail.
1439,"Americans killed in World War I: Over 116,000

Americans killed in Vietnam War: Over 58,000

Americans killed in Korean War: Over 36,000

Americans killed by the coronavirus: Over 242,000

The COVID-19 pandemic is a humanitarian disaster. Please wear a mask."
1440,"The pandemic is surging, and tens of millions of Americans are facing economic devastation. The Senate needs to pass a real stimulus package NOW that provides $2,000 a month to the working class, $600 a week to the unemployed and expands Medicare to all."
1441,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough."
1442,"No, Secretary Pompeo. There won't be a transition to a second Trump term. The race has been called. Joe Biden will be our next president. How can you lecture other governments to respect democracy and the will of their people when you don’t have the decency to do so yourself? https://t.co/dtQoZN4WIx"
1443,"112 co-sponsors of Medicare for All were on the ballot in November. All 112 won.

98 co-sponsors of the Green New Deal were on the ballot. Only one lost.

Our proposals are not just good policy. They are good politics. https://t.co/nkX0dpNH4Z"
1444,"The American people want a government that works for all, not just the few. That’s the right thing to do, that’s the moral thing to do and, for the Democratic Party, that is the way to win elections.
https://t.co/Kr7pAvUa31"
1445,What Trump is doing right now is delegitimizing our electoral process and American democracy. https://t.co/RRbfoAcJSn
1446,"Today is a day to honor the extraordinary sacrifice and bravery of our veterans and their families, and make certain they get all the benefits they need and were promised. And we must continue striving for a world of peace, not war. #VeteransDay"
1447,"Defeating Trump and electing Joe Biden was a beginning.

Now the progressive movement is going to rally the American people around an agenda that works for working people. https://t.co/Xxz79xQFfg"
1448,"When we talk about the destructiveness of this terrible COVID-19 pandemic we must not ignore what it has done to mental health.

Depression: up.
Anxiety: up.
Suicidal ideation: up.

At the federal, state and local levels we must address the mental health crisis impacting America."
1449,"If we ended Citizens United...

If we stopped billionaires from buying politicians...

If we moved to the public funding of elections...

If we abolished the electoral college...

The political reality of America would be fundamentally different for the better. Let's get it done."
1450,"112 co-sponsors of Medicare for All were on the ballot. All of them won.

98 co-sponsors of the Green New Deal were on the ballot. Only 1 lost. 

Supporting Medicare for All and the Green New Deal is not just good public policy.  

It is also good politics."
1451,"47% of workers in Georgia make less than $15 an hour and 71% of voters in Georgia support increasing the federal minimum wage.

If Democrats take back the Senate, we will increase the minimum wage from a starvation wage of $7.25 an hour to a living wage of at least $15 an hour."
1452,"Every year, 68,000 Americans die because they can't afford to go to a doctor on time – almost 200 people a day. Health care is a human right. Lack of health care is a death sentence. We must guarantee health care to everyone through a Medicare for All, single-payer program."
1453,"With the coronavirus pandemic surging, it's refreshing to see new leadership coming into power who actually believe in science. Joe Biden and Kamala Harris understand that our first order of business must be to defeat this deadly virus. Let's get it done!"
1454,"Joe Biden will win the popular vote by over 4 million votes. The Democratic nominee for president has now won the popular vote in 7 out of the last 8 elections. One person, one vote. Democracy must rule.

Yes. We should abolish the electoral college."
1455,"Florida passed a $15 minimum wage

Montana, South Dakota, Arizona &amp; New Jersey legalized marijuana

Colorado passed 12 weeks of paid family leave

Arizona increased taxes on the rich to fund education

All over America, voters approved a progressive agenda. Now, Congress must act"
1456,"Today is a day of celebration. We have accomplished something that our children, grandchildren and future generations will look back upon and say to us, “Thank you.” https://t.co/Scll1d7kql"
1457,"This election was about whether or not we remain a country that believes in the Constitution, that believes in the rule of law and that believes in democracy. 

And thank God, democracy won out. https://t.co/c5qbS3wess"
1458,"Congratulations to Joe Biden and Kamala Harris for their historic win. In this incredibly difficult moment in American history, I wish them the best as they attempt to bring our nation together around an agenda of economic, social, racial and environmental justice."
1459,"I want to congratulate all those who worked so hard to make this historic day possible. Now, through our continued grassroots organizing, let us create a government that works for ALL and not the few. Let us create a nation built on justice, not greed and bigotry."
1460,"Tonight, as we celebrate Joe Biden’s apparent election victory, we understand that our struggle is not over. It has just begun. https://t.co/8cnSnojXmm"
1461,"The youth of this country are leading the fight for economic, social, racial and environmental justice. And they made all the difference in this election by voting in huge numbers. Yes. When we stand together we can create a nation based on justice, not greed and bigotry."
1462,"I want to thank progressive grassroots organizations for their extraordinary efforts in helping to make Biden's victory possible. Together, you built widespread support for Biden among young people, people of color and the working class. Congratulations. Let's keep going forward."
1463,"Undermining the legitimacy of an election—what Trump is doing now, and in fact has done for months—is how demagogues destroy faith in democracy and move us toward authoritarianism. https://t.co/SSEbxf5KDd"
1464,"In 2016, when Trump won PA, MI, and WI by a handful of votes, the election system worked just great. Now that he's losing, it's a ""fraud"" and they're ""stealing the election."" This is how demagogues destroy faith in democracy and move us toward authoritarianism. Count every vote!"
1465,"The American people understand that health care is a human right, needed by all. Let's unite our country. Let's do what the American people want. Let's pass Medicare for all. https://t.co/Y28ImSk9Ed"
1466,Count every vote. https://t.co/gYpZtR9972
1467,"Now, in this unprecedented moment, is the time to reaffirm our belief in democracy and to give states the time they need to count every ballot so that the will of the American people is heard. That's what this country is about and must always be about."
1468,"If you are in line by the time polls close at your site, you are entitled to vote. Stay in line. Make your voice heard."
1469,"RT @ReverendWarnock: Savannah native, @Morehouse man, and your next U.S. Senator. https://t.co/xNQ5qwuCWE"
1470,"RT @JulieOliverTX: I am enormously proud of the way we’ve run our big-hearted campaign — 100% PAC-free, funded entirely by people, because…"
1471,"RT @SDGeorgette: We need to create a government that is by the people, for the people, and with the people. I will always stand up for San…"
1472,"RT @IlhanMN: Today is the day! 

Find your polling location at https://t.co/JW3ipWdu9U. 

If you have any issues at your polling location,…"
1473,"RT @paulajean2020: This campaign is for every single West Virginian, ones who live here now, ones who've moved away and want to return, and…"
1474,"RT @Bradshaw2020: We are going to shock the world. 

#GoVoteTN #NotMeUs https://t.co/X7RsNhClu1"
1475,Election Day should be a national holiday.
1476,"Let's be clear. This election won't be over when Trump says it's over. It will be over after every vote is counted. That includes mail-in ballots postmarked on Election Day, as well as military ballots. This is a democracy. Whether Trump likes it or not, we count every vote."
1477,"If this campaign has shown us anything it is that Congress must pass real election reform. No more voter suppression. No more five-hour waiting lines to vote. No more threats to not count mail-in ballots. We must make it easier for people to vote, not harder."
1478,"During the course of this campaign we have held 19 virtual rallies in battleground states, and 11 virtual rallies with young people, workers, the Latino community, climate change activists and criminal justice activists. It's all coming down to today. Trump must go. VOTE."
1479,"This is not just an election between Trump and Biden.

This election is about democracy vs. authoritarianism – and democracy must win.

The first way to do that is to get out and vote in overwhelming numbers and defeat Trump – the most dangerous president in American history."
1480,“Get out there and vote. Remember: the real works starts as soon as the election is done.” -@lascafeteras https://t.co/jbSXPIBVt3
1481,"“To all my fellow Iowans and rural voters, please go out and vote. And vote progressive.”

Thank you for performing at tonight’s rally, @emoenmusic! https://t.co/kiidVWAA1Q"
1482,“The bottom line is: We have to pass Medicare for All… Other developed nations have figured this out. Why haven’t we?” -@JamaalBowmanNY https://t.co/TyulaQAdET
1483,"“If we want health care for this country, we have to put the government back in the hands of the people. Who better to serve us than us.” -@paulajean2020 https://t.co/R8YBzzTbCE"
1484,"“When people try to throw at me the myths surrounding Medicare for All, I get to dispel every single one of them. It’s one of my favorite things to do.” -@JulieOliverTX https://t.co/Fw2iq3CLYR"
1485,“I think we have forgotten in this country what it means to have this idea of health care as a right. As something so fundamental to us that everyone should have it and the government should pay for it.” -@PramilaJayapal https://t.co/cS63bPBmRJ
1486,"“We’re going to be flipping Michigan, I’m excited about it. And just one last thing: I just really want to see [Trump's] face when we win big. It has to be big, y’all.” -@RashidaTlaib https://t.co/clY6t3BSj7"
1487,“Who is standing in the way of the better life that we all want. Because it isn’t immigrants… it isn’t people receiving food stamps. There are wealthy interests in this country that would like nothing more than to see us fight amongst ourselves.” –@Kunkel4Congress https://t.co/L9c2zVvnv6
1488,"""Tomorrow it is critical that we come out and vote, but it's also very, very critical that we continue pushing, we continue persisting and creating a country that is just."" –@SDGeorgette https://t.co/0XJZWRi7yn"
1489,"“A growing majority of people recognize the future will be better when we raise the minimum wage to $15 an hour, when we unionize more workplaces, when we enact Medicare for All and a Green New Deal.” –@BethDoglio https://t.co/EhPqI2sw9d"
1490,"""I know that history has tried to sanitize the movement and to make it a digestible soundbite... that Rosa sat and Martin marched and John crossed a bridge and suddenly we had equality and civil rights. We’re still in the civil rights movement.” –@AyannaPressley https://t.co/o6AVrbAIGG"
1491,"""It was 30 years ago that [Bernie] and I and Maxine Waters, Lane Evans, Ron Dellums and Tom Adams founded the Progressive Caucus. There were six of us. Six. Now it’s the second largest caucus in the House.” –@DeFazio4Oregon https://t.co/bpTjhHt33U"
1492,"""Dump Trump. Ditch Mitch. Save America. That's the mantra. Let's get it done."" –@JeffMerkley https://t.co/yf3zw5V21J"
1493,"“My very core belief, what’s in the deepest part of my soul, is that all human beings are inherently equal in worth, in rights and in dignity. Justice means living that out in the world.” –@Audrey4Congress https://t.co/NifRJxHZkO"
1494,“We are going to get health care coverage for every single person in this country. We are going to get debt-free education for every person who wants it.” –@donnaimamTX https://t.co/J925myBtYv
1495,“I want you to imagine a democracy where teachers and nurses and essential workers who aspire to run for office can mount competitive campaigns even if they don’t come from money.” -@MondaireJones https://t.co/q3IANVoGeg
1496,"""I'm so absolutely thrilled that this movement is not only succeeding but that it's growing... The fact of the matter is that the momentum is on our side."" –@AOC https://t.co/HiS9sS3dY6"
1497,"“What I’m so excited about now… is not just that we’re going to rid ourselves of the curse of Trump, but that a civic community spirit of solidarity, that we’re all in it together.” –@WelchForVT https://t.co/xdZaWgLw0J"
1498,"“Right now everything is on the line and we will not allow people to use fear, hatred, to incite violence to control our democracy. That ends today.” –@Bradshaw2020 https://t.co/KQA4ejK20d"
1499,"“You’ve already heard the news. We’ve already got record-breaking turnout [in Texas]. In my district, 366,000 people have already voted, which is the most ever, and we haven’t had Election Day yet.” -@SiegelForTexas https://t.co/BUEfXhUTz9"
1500,"“I’m in this place right now because people showed up to vote… Show up, vote, stand up and make sure everybody in this country knows we are people strong.” -@CoriBush https://t.co/n3lxuVEGut"
1501,"""People recognize that this is not just a battle for the soul of our democracy, that it is a battle for a better future, for a progressive future."" -@IlhanMN https://t.co/Vcj3GHnARU"
1502,"“Whatever you can do in the next 24 hours… if you can friend bank, phonebank, do visibility for elections, we are on the cusp of victory. The polls are good but polls don’t vote, voters do.” –@MarkPocan https://t.co/A60V8U3RKt"
1503,"""People want to make sure we don't just return to how things were— that in the next two years, if they entrust us with the House, the Senate, and the presidency, that two years later we're going to actually have improved their lives."" –@RoKhanna https://t.co/uwuqTFpI8f"
1504,"Defeating Trump is necessary as a first step, but we cannot and must not go back to business as usual. https://t.co/0L9MU2Zeyh"
1505,"Tomorrow, we can not only defeat Trump. We can build a progressive future. Our agenda is on the ballot. Join Bernie’s huge virtual rally featuring over 20 progressive candidates now: https://t.co/LoFxfFqkuu"
1506,RT @SiegelForTexas: Tonight at 8:15 CT I’m joining @BernieSanders and TONS of other fantastic candidates for the biggest progressive rally…
1507,RT @SDGeorgette: Looking forward to joining @BernieSanders and other progressive leaders at tonight's rally. We can make progress on econom…
1508,RT @JeffMerkley: The people's agenda is on the ballot! I'll be joining @BernieSanders and other leading progressives for a virtual GOTV ral…
1509,RT @paulajean2020: Tonight! I will be going live with @BernieSanders and leaders from around the nation who are fighting for the People! Yo…
1510,RT @PramilaJayapal: Our progressive values are on the ballot — and the progress we’re fighting for isn’t possible under a Trump presidency.…
1511,"RT @IlhanMN: Our values-driven agenda is on the ballot!

Join @BernieSanders and this squad of progressive champions for one last get-out-t…"
1512,Fire Trump. Keep Fauci. Wear a mask. End the war on science. VOTE! VOTE! VOTE!
1513,"TONIGHT: Join me and more than 20 progressive candidates who are running to transform our country so it works for all of us, not just the wealthy.

Our agenda is on the ballot.

Watch at https://t.co/vreIiWfeoS at 9:15 pm ET. https://t.co/qYzL8OSrdi"
1514,"WE WILL WIN NEVADA: Let us stand together, elect Joe Biden and create a nation for all of us. Join our Nevada GOTV rally: https://t.co/qr4tQkPIRS"
1515,"“Texas is changing, too. Young people are going to make up almost 40% of the electorate… and we will not stop after November 3rd. This is a life-long commitment to justice.” –Ofelia Alonso, @texrising https://t.co/yNd71tjWsg"
1516,"“When Trump scapegoats immigrants and attacks them, it is our communities [in South Texas] that are feeling the terror… We are tired of being spoken about and not heard from.” -@JCisnerosTX https://t.co/UQrt3CRk4Z"
1517,"I am asking you tonight to find someone to bring to the polls.

It may be uncomfortable to reach out to your friends to vote.

But it is better to be uncomfortable today than to be uncomfortable on Wednesday morning if Trump wins by a few votes. https://t.co/Vc88rkD385"
1518,Voters in Texas and around the country are shattering records. Don’t let up. Let’s do all we can the next two days to defeat Trump and defeat him badly. Join our live town hall now with @JCisnerosTX: https://t.co/mgcqI21KTx
1519,Then Trump will continue his lies about voter fraud in an attempt to suppress enough votes to win. We will not allow that to happen. Every vote must and will be counted. 3/3
1520,"As I have warned many times, Trump is very likely to declare himself the winner at a moment when a large portion Republican-leaning, in-person votes have been counted, but before a vast number of Democratic mail-in ballots are counted. 2/3"
1521,"This comes as no surprise. It has been Trump’s strategy for months, and nobody should fall for it. It’s why he is demonizing mail-in ballots and sabotaging the postal service. 1/3 https://t.co/wHD9O9cd5W"
1522,"Texas, not only do we have an opportunity to defeat Trump this Tuesday, but we have a chance to send progressives like @donnaimamTX to fight for our agenda in Congress. https://t.co/9u7kE7RDsV"
1523,RT @nvdems: Wake up on November 4th knowing you did everything you could to elect Democrats -- join our Get Out the Vote Virtual Rally &amp; Re…
1524,MINNESOTA: Turn in your ballots now! Go to https://t.co/TI3tfhuYa8 to find a ballot drop-off or voting location near you. https://t.co/dBTBcUgeA4
1525,"RT @RashidaTlaib: ""Throw the poll in the garbage."" @BernieSanders 

This is what Amo told me in my congressional race. Stay focused and don…"
1526,"What America leads in: 

#1: Covid-19 cases
#1: Medical debt
#1: Prescription drug prices
#1: Deaths from lack of insurance
#1: Student debt
#1: Prisoners
#1: Gun violence
#1: Military spending
#1: Trade deficit
#1: Billionaires

We need to change our national priorities."
1527,The polls look good. So what. That doesn't mean anything. This will be a very close race in state after state after state. In the next 3 days please do all you can to get everyone you know to vote. We can't have 4 more years of Trump.
1528,"Our agenda is on the ballot. 

Let's beat Trump.

Let's win progressive victories. 

Let's create a nation for all of us.

Join our last rally before Election Day, Monday night at https://t.co/vreIiWfeoS. https://t.co/CQ2agiVZ2L"
1529,"Together, we can turn Texas blue and soundly defeat Trump. 

Join us tomorrow for our virtual town hall, Fighting for Justice in South Texas, featuring @JCisnerosTX. 

Watch at 6 pm CT / 7 pm ET at https://t.co/vreIiWfeoS. https://t.co/SyfImsziCl"
1530,"RT @CareInActionUS: We've always been essential. And our essential work this weekend is to make sure everyone votes safely. 

Domestic work…"
1531,"In our struggle to build a compassionate nation with justice for all, we will only succeed by standing together. The first step is to vote by November 3rd. Join our GOTV rally with @KeithEllison now: https://t.co/AUXYtl6eDG"
1532,"Let's win Minnesota. Let's defeat Donald Trump. Let's go forward and create a nation that works for all people. Join our Minnesota for Biden Rally starting soon at 6 ET: 
https://t.co/9KidsU0h0e"
1533,"When you hear people telling you this is the most important election in our lifetimes, they’re not kidding.

This election is not just about the economy, climate change, education and health care.

This is about whether we retain American democracy. https://t.co/GobDyIb4b0"
1534,"You know it, I know and Trump and the Republicans know it: If young people vote in large numbers, Trump is going to lose and he will lose badly. Join me and Michigan college students now: https://t.co/QJdqeMVNfR"
1535,"Students can be the ones in this election to ensure we send Donald Trump packing. Join me at 4 pm ET for a virtual Michigan GOTV rally:
https://t.co/fCHAB9Nkh9"
1536,"Congratulations to the hundreds of thousands of courageous women in Poland who are out on the streets standing up for democracy and the right to control their own bodies.
https://t.co/YHgmqTK2qJ"
1537,"Here's Trump's election strategy:

-Suppress the vote
-Intimidate voters
-Prevent mail-in ballots from being counted

This election is not just Biden vs. Trump. It's about retaining our democracy. Trump must go. VOTE!"
1538,"In 2016 Trump won Wisconsin by a fraction of a percent. The stakes are too high for that to happen again. Make a plan to vote if you haven’t already, and join our rally now with @MarkPocan and more: https://t.co/t0OAwC3YZx"
1539,"Today at 12 pm CT / 1 pm ET: I will be joining @TeamJoe for a virtual rally to help get out the vote in Wisconsin. Join us and make sure your friends and family are voting! 
https://t.co/6plcXT5BOn"
1540,"RT @MichiganDems: Young people in Michigan can have an enormous impact on this election.

@BernieSanders will be holding a virtual GOTV ral…"
1541,"Lies, lies and more lies. More COVID-19 cases reported yesterday than ever, and Trump says we are ""rounding the corner."" Doctors risk their lives to treat us, and Trump says they are profiteering from COVID deaths. We must end the pathological lying. Vote him out!"
1542,"We must elect Joe Biden because we need a president who, unlike Trump, will listen to science in order to address this pandemic. https://t.co/eP3mTOm2kY"
1543,"Strong progressives who will represent our movement and lead the fight to transform this country are running at the state and local level everywhere.

If you haven't voted yet, take a look at the down-ballot candidates I've endorsed in your state:
https://t.co/6BEQc3hlAb"
1544,"This country sends people to the moon. We have sophisticated guided missile systems.

And yet in places like Georgia people are waiting in seven- or eight-hour lines to vote. 

That is not an accident. It is voter suppression, and it is what Republican leadership wants. https://t.co/5nyaszEAMz"
1545,"“There’s an opportunity to flip the Georgia House and Georgia Senate… Our minimum wage, which is currently $5.15, there’s an opportunity to raise that. Our elected officials are not embarrassed by it and now is the opportunity to fire them.” -@nseufot, CEO @NewGAProject https://t.co/9KvEOgzlKu"
1546,"“I’m so glad the rest of the country is now paying attention to what we’ve known for a couple of years, y’all: Georgia’s in play.” -Staci Fox, @PPSE_Advocates President &amp; CEO https://t.co/dC26a6c15O"
1547,"“I’m not afraid of the 300,000 Black men who are registered but haven’t voted yet. I’m afraid of the system that stops reaching out to them.” -John R. Taylor III, Co-Chair, Black Male Initiative of Georgia https://t.co/ibGFyASTGQ"
1548,"“We are working as hard as we can to turn Georgia blue. We’re that close, folks.” -James Williams, President @MobilizeLabor https://t.co/VwT2UIT1Ln"
1549,"“The state of Georgia is well known for rampant voter suppression. Every election cycle we’re faced with the stories of last minute precinct closures, fear tactics… I won’t stop until our democracy is fully realized for all of us.” -Georgia State Sen. @NikemaWilliams https://t.co/aR8mJuOceZ"
1550,"Here’s three reasons why this is the most important election in our lifetimes:

1. The president is a pathological liar.
2. He does not respect rule of law.
3. We cannot have a government that does not believe in science. https://t.co/fWOMSMRzrg"
1551,RT @NikemaWilliams: 🎥 LIVE: Fighting for Justice in Georgia hosted by Senator @BernieSanders #BattlegroundGeorgia https://t.co/giXeRLjwPc
1552,"Some people ask what an old Jewish white guy has in common with young women of color like @AOC, @AyannaPressley, @IlhanMN and @RashidaTlaib.

We understand each other. We come from working class backgrounds. And we’re going to go forward together. https://t.co/bANr9KbkmA"
1553,Trump and Republican governors don’t want you to vote. We’ve got to fight back and the first step is to create a historic turnout in Georgia and nationwide. Join us live with @NikemaWilliams and more: https://t.co/jZKEyzcKjy
1554,RT @AMarch4OurLives: #CountOnUs Rally featuring Aminé and Bernie Sanders! https://t.co/Mz90Im5XLf
1555,RT @IlhanMN: Squad Victory Fund Digital GOTV Rally https://t.co/dFVhbqeKF1
1556,"RT @AMarch4OurLives: What are you up to at 8pm ET tonight? We’ll be hanging out with @sunrisemvmt, @UNITEDWEDREAM, @Dreamdefenders, @Bernie…"
1557,"No, Mr. President. Wearing a mask is not ""politically correct."" We're not ""rounding the corner."" You haven't “ended the pandemic.”

We are breaking records for COVID-19 hospitalizations, deaths and cases because of your rejection of science. And that is why you must be defeated."
1558,"We need strong progressives in Congress to fight for and win policies that work for the working class, not just the 1%. I’m proud to support Rep. @dana_balter’s campaign for  U.S. House. https://t.co/Tu9ZJEWeGh"
1559,"Rep. @DeFazio4Oregon is one of the co-founders of the House Progressive Caucus and continues to fight to protect and expand Social Security, raise wages and defend our planet from polluters. Let’s re-elect Peter to Congress. https://t.co/9RuVLhwsNr"
1560,".@JeffMerkley is fighting to improve the lives of working families and to ensure we leave behind a planet that is healthy and habitable for our kids and grandkids. Oregon, be sure to re-elect Jeff to the U.S. Senate on Tuesday. https://t.co/XGLWMuDGh7"
1561,"RT @AOC: Tonight! 

https://t.co/SpG8A37EQP https://t.co/4XyarSyltN"
1562,"TONIGHT at 8:30 pm ET: join our Fighting for Justice in Georgia town hall at https://t.co/vreIiWfeoS. Let's win in Georgia, win this election, and send Donald Trump packing. https://t.co/1TOb314V69"
1563,RT @KillerMike: Me &amp; the “OG” (Ole Guy) @berniesanders are back at it tomorrow for a good cause @rollingstone https://t.co/RUBymg8O4O
1564,"“Our federal minimum wage has been stuck at $7.25 since 2009, which the longest stretch… since it was first adopted in 1938 that it’s been frozen.” –Tsedeye Gebreselassie, director of work quality at NELP Action https://t.co/EnwQUmR6ZL"
1565,"“Imagine a future of work where our voices are heard, where we can take pride in what we do… and have the time to share in the moments that really matter for our families. This is all possible in America.” -@aijenpoo https://t.co/BU7HUBOCQ2"
1566,“It is no accident that people of color have been on the front lines of these crises… and are risking their lives for less than $15 an hour.” -@MaryKayHenry https://t.co/5sEwjjbOZu
1567,"When we go to vote, it is not enough to think about Trump all of the time. We must also think about what we have got to do to improve the lives of tens of millions of people today who are hurting. https://t.co/O1yx8wg166"
1568,"“When we increase the minimum wage to $15 an hour, one in three women will benefit, one in three Latinos will benefit, four in ten Black workers will benefit.” -@KamalaHarris https://t.co/WmmxceiLzm"
1569,"RT @fightfor15: LIVE NOW

#FightFor15 workers with @BernieSanders, @SenKamalaHarris, @MaryKayHenry, @aijenpoo

Discussing why we need a LIV…"
1570,RT @KamalaHarris: Working families deserve a raise. Proud to join @BernieSanders in support of a $15 minimum wage and discuss @JoeBiden’s p…
1571,"A living wage is on the ballot this election. When Joe Biden is president, millions of American workers will get a much-deserved raise. Join me now with @KamalaHarris, @MaryKayHenry and @aijenpoo: https://t.co/NmH85YUuCF"
1572,"This campaign is not simply about defeating Donald Trump. It's about higher wages, equal pay, guaranteed paid family and medical leave, guaranteed childcare, and fighting climate change by creating millions of good-paying jobs. https://t.co/RS7Gwsb9S6"
1573,"RT @shannaforPA: 294 days ago, we launched our campaign to create a Pennsylvania that works for all of us. 

Now, we're just 5 days away fr…"
1574,"RT @AMarch4OurLives: Friday at 8PM. Join us with @BernieSanders, @heyamine, @RashidaTlaib, @ENSOstranger &amp; more. Take a moment before the e…"
1575,"Young people are the most progressive generation in history. And now, finally, they are voting in large numbers.  This is a major step forward for the political revolution and goes beyond defeating Trump. It is the beginning of the transformation of American society. Let's do it! https://t.co/MVJJ8UxB6U"
