,text
1850,"Wishing you all a #HappyNewYear. Together, we will defeat this virus and build a brighter future for all. https://t.co/tb1bwrbJ23"
1851,"It is my honor to announce the appointment of Rear Admiral Margaret Grun Kibben to serve as Chaplain of the U.S. House of Representatives. Her integrity, experience and patriotism will serve the Congress and the Country well. https://t.co/JmpTA4coCP"
1852,Tune in as I hold my weekly press conference in Washington. https://t.co/Aj1wHK5aeG
1853,I will be speaking with reporters live on Capitol Hill at 10:45 am ET. Watch here: https://t.co/Aj1wHK5aeG
1854,".@COVIDOversight will continue its critical work for the American people in the 117th Congress, under the continued, masterful leadership of its chairman, @WhipClyburn. https://t.co/5tOwa7LDWl"
1855,"With this bipartisan vote, the House has upheld our sacred Constitutional responsibility to keep our country and our people safe, despite Trump’s eleventh-hour campaign of chaos. https://t.co/gNxoOLwFl7"
1856,"The President’s veto of #FY21NDAA would have denied our servicemembers hazard duty pay; our families paid family leave, child care, housing improvements &amp; health protections; and our veterans their benefits. Tonight, the Democratic House overwhelmingly voted to override his veto."
1857,"The House and the President are in agreement: we must deliver $2,000 checks to American families struggling this Holiday Season.

The House just passed the #CASHAct — it’s time for the Senate to do the same."
1858,"The legislation signed tonight is a down payment on what is needed to crush the virus, put money in Americans’ pockets &amp; honor our heroes. We must quickly take further action to help Americans struggling to stay afloat during this historic pandemic &amp; economic crisis."
1859,"The President must immediately call on Congressional Republicans to end their obstruction and to join him and Democrats in support of our stand-alone legislation to increase direct payment checks to $2,000, which will be brought to the Floor tomorrow. https://t.co/mMaMUNwRKR"
1860,"Wishing you all a Merry Christmas! This year, as we count our blessings, may we be sure to give thanks for our brave men &amp; women in uniform across the globe and the heroic frontline workers here at home working to save lives. https://t.co/gbt85zZzv0"
1861,"America owes a great debt to our nation’s veterans and servicemembers serving today. Thanks to leaders like @RepMikeLevin, we are taking important steps this Holiday Season to honor their service. https://t.co/PF5iGKwMi7"
1862,The bipartisan COVID relief &amp; omnibus bill has been enrolled. The House &amp; Senate are now sending this important legislation #ForThePeople to the White House for the President’s signature. We urge him to sign this bill into law to give immediate relief to hard-working families!
1863,Read my full statement here: https://t.co/u3JFVpo4A8
1864,"This Christmas Eve morning, House Republicans cruelly deprived the American people of the $2,000 checks Trump agreed to support. On Monday, the House will hold a vote on our stand-alone bill to increase economic impact payments to $2,000."
1865,"For 60 years, the National Defense Authorization Act has been passed on a bipartisan &amp; bicameral basis. The President’s veto of the #NDAA is an act of recklessness that harms our troops, endangers our security &amp; undermines the will of Congress. https://t.co/9ETSeZlnhe"
1866,"Mr. President, sign the bill to keep government open! Urge McConnell and McCarthy to agree with the Democratic unanimous consent request for $2,000 direct payments! This can be done by noon on Christmas Eve!"
1867,So thankful for @NormaJTorres's work &amp; partnership with @RepEliotEngel on this critical issue. https://t.co/dKpvli4XAE
1868,"President-elect Biden, in nominating Dr. Miguel Cardona as Secretary of Education, has chosen a champion of our children, who brings strong policy expertise and decades of experience serving at nearly every level of our education system. https://t.co/lZmVHOhg6r"
1869,"Republicans repeatedly refused to say what amount the President wanted for direct checks. At last, the President has agreed to $2,000 — Democrats are ready to bring this to the Floor this week by unanimous consent. Let’s do it! https://t.co/Th4sztrpLV"
1870,"Ten years after America took the critical step of repealing the hateful #DontAskDontTell policy, we remain committed to honoring our LGBTQ servicemembers &amp; all those who don the uniform. Our unfinished work is to end the Trump ban on transgender troops. https://t.co/1hf5heOuQv https://t.co/rRC65qHvHl"
1871,"Pleased that we were able to get so much done #ForThePeople in the closing days of the 116th Congress, including the emergency COVID relief package. More must be done and looking forward to hitting the ground running with President-elect Biden and Vice President-elect Harris. https://t.co/Di9ZsDBPVR"
1872,"I am pleased to announce the @ModernizeCmte will continue its work into the 117th Congress. Under @RepDerekKilmer, this committee will advance bipartisan solutions to make the House more transparent, efficient &amp; responsive to the needs of our communities. https://t.co/99r0LbvCq4"
1873,The removal of the statue of Robert E. Lee and its forthcoming replacement by a tribute to Barbara Johns of Virginia is welcome news. There is no room for celebrating the bigotry of the Confederacy in the Capitol or any other place of honor in our country. https://t.co/jAx4CmS3oN
1874,Congressional Democrats have reached an agreement with Republicans and the White House on an emergency coronavirus relief and omnibus package that delivers urgently needed funds to save the lives and livelihoods of the American people. https://t.co/z9uVKPk9TP
1875,".@SenSchumer and I will speak with reporters shortly about the new bipartisan emergency coronavirus relief and omnibus package.

Watch here: https://t.co/2fi357l3G3"
1876,"Proud to send the Johnny Isakson and David P. Roe, M.D. Veterans Health Care and Benefits Improvement Act to be signed into law w/provisions from dozens of House-passed bills to bolster education, health care, benefits and equity for veterans, including the Deborah Sampson Act. https://t.co/wimZxZyFsZ"
1877,"Working with the Biden-Harris Administration, the Congress will take strong, immediate action to secure our nation’s infrastructure and digital defenses against these attacks. https://t.co/WfczaeBVIU"
1878,"News of the significant and far-reaching cyber-attacks targeting United States government agencies and corporations is further disturbing evidence that malign actors, including Russia, remain intent on undermining our national security and democracy."
1879,"Today, with confidence in science &amp; at the direction of the Office of the Attending Physician, I received the COVID-19 vaccine. As the vaccine is being distributed, we must all continue mask wearing, social distancing &amp; other science-based steps to save lives &amp; crush the virus. https://t.co/tijVCSnJd7"
1880,"With his historic nominations of his climate team, President-elect Biden is sending a clear and resounding message: the climate crisis is real, and the Biden-Harris Administration is committed to bold and urgent action to combat it. https://t.co/4aDUsTJHWE"
1881,"As a Mayor, Pete Buttigieg has a profound understanding of the transportion and infrastructure challenges facing American communities. House Democrats look forward to working with the Secretary-designate as we work to Build Back Better. https://t.co/oueKKV0Xoo"
1882,"While the authorization of a vaccine gives us hope, we must embrace the testing, tracing, treatment, mask wearing and social distancing to prevent more senseless death until the vaccine is available to all. https://t.co/aNFYss447X"
1883,"Our hearts are broken for the families of the 300,000 Americans who have lost their lives to COVID-19, and we are praying for them, all those who have been infected and those courageous essential workers putting themselves at risk of infection."
1884,Read my full statement here: https://t.co/1m2a0PgvUO
1885,"The climate crisis is not going to end itself — and our effort to confront it must continue. For the last two years, @USRepKCastor has tirelessly led the Select Committee on the @ClimateCrisis in doing exactly that. I look forward to her continued work in the 117th Congress."
1886,"Twenty-four years ago, Mattie Scott turned her grief at her son’s murder into a decades-long fight to confront the tragedy of gun violence &amp; to end all forms of violence across the nation. With great pride, I appointed her to cast my vote in the Electoral College today."
1887,"Eight years after the horrific murder of 20 innocent children and six educators at Sandy Hook Elementary, we continue to tell the stories of their beautiful lives and reaffirm our unwavering commitment to ending the epidemic of gun violence once &amp; for all. https://t.co/29YTqVQUU1"
1888,Read my statement here: https://t.co/hUENVUdy1p
1889,"Five years after the nations of the world committed to working together in the #ParisAgreement, the American people remain committed to building a brighter, greener future for all — even in the face of the Trump Admin’s systematic efforts to undermine these goals. #ActOnClimate"
1890,Secretary Wilkie’s cover-up of a veteran’s sexual assault at a VA facility is extremely disturbing. He must resign immediately. https://t.co/lPFcM5uzWw
1891,Today’s Emergency Use Authorization of the Pfizer vaccine is a tribute to the tireless efforts of scientists and doctors who have worked around the clock to ensure that we have a vaccine that is effective and safe. https://t.co/bYfUuq9FHB
1892,The 126 Republican Members that signed onto this unlawful &amp; undemocratic GOP lawsuit have brought dishonor to the House and must once and for all end their election subversion – immediately. https://t.co/xbYt5y2op1
1893,The U.S. Supreme Court has rightly dismissed out of hand the sham GOP lawsuit to overturn the will of millions of American voters.
1894,"The House is honored to welcome Congresswoman-elect Nikema Williams of Georgia’s 5th District, as she joins the most diverse House Democratic Caucus in history, ready to help @HouseDemocrats build a better, brighter future &amp; deliver on the promise of America for all. https://t.co/Xkyth6X0GE"
1895,"We must remove key barriers that keep Americans from receiving the disability insurance they need quickly following their diagnosis.  With my signature, we take a step in that direction and the ALS Disability Insurance Access Act heads to the President’s desk. https://t.co/qyod9HLWGm"
1896,"Nearly 292,000 Americans lost their lives in combat in World War II. As of today, the coronavirus has now killed more Americans than that deadly war. Congressional Republicans and the Trump Admin must end their deadly obstruction and join us to pass a real relief bill now."
1897,"This year’s #RippleOfHope laureates are at the forefront of building a brighter future for all.

Tune in on December 17 as @RFKHumanRights honors Dr. Anthony Fauci, @Kaepernick7, @doloreshuerta, @Dan_Schulman &amp; @DanDSpringer. https://t.co/fc0KKBzy2a https://t.co/xi9hhHtpkz"
1898,Wishing a #HappyHanukkah to all as families across the country begin to celebrate this evening! https://t.co/NHjRpDeij3
1899,President-elect Biden’s newly-announced domestic policy nominees are the lastest additions to a team defined by experience and excellence. Democrats look forward to working with these leaders. https://t.co/oavYno9qCJ
1900,Tune in as I hold my weekly press conference at the U.S. Capitol. https://t.co/lbvOLMaiIj
1901,I will be speaking with reporters live at the U.S. Capitol at 10:45 am ET. Watch here: https://t.co/rFd2fqW3Qv
1902,"There is no room for celebrating the violent bigotry of men of the Confederacy in any place of honor across our country. By passing the #FY21NDAA, the Congress is upholding our values, honoring our troops and keeping the American people safe. https://t.co/9jHrwys07m"
1903,"Today, the House took crucial action to Build Back Better by passing the bipartisan Water Resources Development Act of 2020, which will strengthen and improve our nation’s vital water infrastructure. https://t.co/lgEO1dykHu"
1904,"The President’s proposal must not be allowed to obstruct the bipartisan Congressional talks that are underway. The bipartisan talks are the best hope for a bipartisan solution.

Read my full statement with @SenSchumer: https://t.co/4fYxqfF8Zc"
1905,"While it is progress that Leader McConnell has signed off on a $916 billion offer based on the bipartisan framework, the President’s proposal, which cuts unemployment insurance by $140 billion compared to the framework, is unacceptable."
1906,"President-elect Biden’s nominee for Secretary of Defense, General Lloyd Austin, brings a great understanding of the challenges facing our nation’s defense and a deep appreciation for the sacrifice of our military heroes and their families. https://t.co/s9Empu9nTr"
1907,".@SenateMajLdr McConnell’s appalling efforts to undermine bipartisan negotiations make it clear: he wants our health care workers, first responders &amp; other frontline workers to lose their jobs &amp; our constituents to lose the essential services they provide. https://t.co/SomZrqUk5N"
1908,There just 7 days left before the end of Health Care Open Enrollment for 2021. Make sure you and your loved ones have the coverage you need for the year ahead. #GetCovered https://t.co/GlOYHMZ3h9 https://t.co/fJn2JCm04P
1909,We can’t defeat the coronavirus without the dedicated frontline workers nationwide who are doing the essential work to save lives &amp; serve communities. We must take steps to protect their jobs and give them the resources they need to be safe &amp; successful. #FundTheFrontLines
1910,"The new Hong Kong National Security law has caused severe damage to the “one country, two systems” principle. The House-passed Hong Kong People’s Freedom &amp; Choice Act of 2020 provides necessary protection to residents of Hong Kong facing &amp; fleeing political persecution."
1911,May it be a comfort to the entire Sarbanes family that so many mourn their loss and pray for them at this time. https://t.co/oeqMz0O9SB
1912,"Senator Paul Sarbanes’s 40 years of tireless service, as a member of the Maryland House of Delegates, the House of Representatives and the U.S. Senate, strengthened our nation and made a difference in the lives of countless Americans."
1913,Learn more about Rep. Rainey's legacy here: https://t.co/qt4FyjnzqP
1914,"150 years ago, Joseph Rainey became the first African American to be sworn into the House of Representatives. On Friday, I had the opportunity to visit this special exhibit w/ Whip Clyburn &amp; Clerk Johnson, which will share his story &amp; inspire so many in the fight for justice. https://t.co/vmyesA4jbn"
1915,"With today’s ruling to fully reinstate DACA, the Courts have once again upheld this bedrock initiative, which respects our American values and the will of the American people. https://t.co/wAgujqJjSS"
1916,Tune in as I hold my weekly press conference in Washington. https://t.co/H2zVkyboLX
1917,Tune in at 10:45 am ET as I speak with reporters live at the U.S. Capitol. https://t.co/2fi357l3G3
1918,"Our Caucus, the Congress and the nation have been blessed &amp; strengthened by the strategic experience, bold vision and tireless service that our committee chairs bring to the table.

See the latest list of chairs for the 117th Congress here: https://t.co/yFngO1S2Br"
1919,Don’t miss out on this opportunity to sign up for health coverage during 2020 Open Enrollment. Sign up now at https://t.co/tN2VkUOhf6 or call 1-800-318-2596 for assistance with the process to #GetCovered. https://t.co/qVUSdEpovw
1920,Tune in as we hold a ceremonial swearing-in for Representative-elect Kwanza Hall of Georgia. https://t.co/ARLWNeL7nw
1921,"Tune as I join members of the Colorado Congressional delegation to light the U.S. Capitol Christmas Tree, decorated with handmade ornaments made by the people of Colorado. https://t.co/tKdlHnXvH2"
1922,"The need to act is immediate and we believe that with good-faith negotiations we could come to an agreement.

Read my full statement with @SenSchumer here: https://t.co/NwmHIb18JU"
1923,"While we made a new offer to Leader McConnell and Leader McCarthy on Monday, in the spirit of compromise we believe the bipartisan framework introduced by Senators yesterday should be used as the basis for immediate bipartisan, bicameral negotiations."
1924,Families are experiencing the unthinkable losses of their loved ones &amp; many are falling into financial ruin because of the economic fallout of the pandemic. Economists are warning the US economy will fall into double-dip recession without additional federal relief from Congress.
1925,"Americans are currently living through the worst stretch of the pandemic. Many family budgets &amp; small businesses are at their breaking point. It’s time for Leader McConnell to sit down with Democrats &amp; finally begin a true, bipartisan effort to address the country’s needs."
1926,"China’s brutal sentencing of three pro-democracy leaders in Hong Kong is appalling.
We call on all freedom-loving people around the world to join us in denouncing this unjust sentencing &amp; China’s widespread assault on Hong Kongers' autonomy &amp; freedom. https://t.co/9DhRT1MWx1"
1927,"San Francisco has been on the forefront of the global fight against HIV/AIDS since the earliest cases appeared in our community over 40 years ago. Today, we reaffirm our commitment to global cooperation to end this scourge once and for all. #WorldAIDSDay https://t.co/039XQh2XyC https://t.co/48F2O0RXdN"
1928,"Quality, affordable health coverage is more essential than ever. Sign up for coverage now at https://t.co/PcWW0rWUVh and #GetCovered. https://t.co/iZuj1bDtHB"
1929,The visionary economic team nominated by President-elect Biden &amp; Vice President-elect Harris represents a lifeline for millions of working families struggling during this devastating pandemic and economic crisis. https://t.co/r5j3lODDX3
1930,RT @RepAnthonyBrown: We must recognize that national security isn’t simply defined by the planes and ships we buy – but in the values we se…
1931,.@RepAnthonyBrown is leading the fight to ensure our nation’s military truly reflects our nation’s values. https://t.co/gOSth2Gkfq
1932,"As many celebrate virtually during this extraordinarily challenging time, we take a moment to give thanks for our brave servicemembers around the world protecting our nation. https://t.co/7XbjLvTfY5"
1933,"In the new Congress, we will work to pass House &amp; Senate Democrats‘ #ProtectingOurDemocracy Act, which prevents any president from abusing the pardon power. https://t.co/Clb0GARCkF"
1934,"President Trump’s pardoning of Michael Flynn, who twice pleaded guilty to lying to the FBI about his dealings with a foreign adversary, is an act of grave corruption and a brazen abuse of power. https://t.co/6XnKhGSBls"
1935,"Jim Wolfensohn was a transformative leader of @WorldBank, whose brilliant mind and bold vision for ending poverty &amp; corruption and lifting up the vulnerable made a difference in the lives of millions. His passing is a sad loss for all fighting for a fairer, brighter future."
1936,"No American with the courage &amp; qualifications should be barred from serving our country. The President’s ban on our brave trans servicemembers is not only a grave injustice, but is hurting our military readiness &amp; security. @TMPCdigest https://t.co/oD7JpsZsJL"
1937,"While COVID prevents my family from serving this year, I am grateful as always for @stanthonysf’s efforts to serve more than 3,000 Thanksgiving meals to members of our San Francisco community. Honored to support St. Anthony’s for feeding the hungry every day. #hopeserveddaily"
1938,President-elect Biden’s selection of Shuwanza Goff to serve as his Deputy Director for Legislative Affairs is choosing a master of the legislative process. https://t.co/8xANT4Qlqj
1939,Read my full statement here: https://t.co/wtOqpnlXLL
1940,The high-powered national security and foreign policy team assembled by President-elect Joe Biden and Vice President-elect Kamala Harris is trusted at home and respected around the world. They will craft a sound strategy focused on meeting the challenges of the 21st Century.
1941,"Today, we take time to honor &amp; mourn the countless — and too often nameless — transgender Americans who have faced discrimination, violence and murder for having the courage to live as their authentic selves. #TransDayOfRemembrance https://t.co/ERlVtcxgey https://t.co/X8yvbK936A"
1942,Tune in as I speak with reporters live from the U.S. Capitol. https://t.co/2oiPkj265N
1943,"Today, the House sent a strong message with the passage of resolutions calling for the end of China’s human rights abuses. The House on a bipartisan basis will always fight for freedom of religion &amp; culture in Tibet and for the rule of law in Hong Kong."
1944,Tune in as @HouseDemocrats’ newly-elected leadership team comes together to discuss how our Caucus will continue our work for the people in the 117th Congress. https://t.co/QGKgXAD7Ra
1945,".@HouseDemocrats’ newly-elected leadership team for the 117th Congress will speak with reporters at the Capitol at 12:30 pm ET.

Tune in here: https://t.co/2fi357CExB"
1946,Read my full statement here: https://t.co/sS0cnoruAO
1947,"Christopher Krebs is a deeply respected cybersecurity expert who worked diligently to safeguard our elections. Instead of rewarding this patriotic service, the President has fired Director Krebs for speaking truth to power &amp; rejecting Trump’s campaign of election falsehoods."
1948,Read my full letter with @SenSchumer here: https://t.co/56MvJKWDbJ
1949,"Communities nationwide are being devastated by the dual public health &amp; economic crises brought about by COVID-19. For the sake of the country, it is time for Leader McConnell to come to the negotiating table &amp; work with Democrats to deliver relief for suffering Americans. https://t.co/EWKKFPuaov"
1950,"RT @RepMarkTakano: So long as we are losing 17 veterans a day to suicide, our work is not done. We owe it to these men and women to do all…"
1951,"Every veteran lost to suicide is a tragedy that tears at the heart of our nation. I salute @RepMarkTakano for his leadership on the bipartisan COMPACT Act which will combat the veteran suicide crisis &amp; honor Lincoln's immortal pledge to care for those who have “borne the battle."" https://t.co/TwMzLMoWIF"
1952,"Thank you @RepMarkTakano &amp; @VetAffairsDems for their work to curb veteran suicide and securing passage of Veterans’ COMPACT Act, which is headed to the President’s desk. Just as the military leaves no one behind on the battlefield, we leave no veteran behind when they come home. https://t.co/HOQZuwzm9n"
1953,Tune in as I hold my weekly press conference at the U.S. Capitol. https://t.co/MbyGBmI6iO
1954,Leader Schumer and I are speaking with reporters live at the U.S. Capitol. https://t.co/laCjrG1iso
1955,"Tune in at 10:15 am ET as @SenSchumer and I speak with reporters live at the Capitol.

Watch here: https://t.co/2fi357l3G3"
1956,"Today, #VeteransDay, I had the privilege of visiting the WWII Memorial to honor the courage &amp; sacrifice of the heroes who serve our nation in uniform. Our veterans deserve more than our gratitude. We must build a future worthy of their sacrifice &amp; that of their families. https://t.co/aaMIBwDcM5"
1957,"Honored to speak with Canadian PM @JustinTrudeau today about COVID response efforts, trade &amp; economic development, the climate crisis, &amp; our shared commitment to NATO. Always pleased to hear his firm commitment to working together to bolster our strong U.S.-Canada relationship. https://t.co/8LwnlHvF7y"
1958,Read my full statement here: https://t.co/H7qG06cbtp
1959,"Our veterans deserve more than the appreciation of a grateful nation. They have protected &amp; built our country, and they deserve our tireless commitment to advancing their opportunity. We must build a brighter future worthy of their sacrifice &amp; that of their families. #VeteransDay https://t.co/g4hbztFhOk"
1960,RT @HouseDPCC: More than 130 million Americans live with pre-existing conditions protected under the Affordable Care Act. #SaveTheACA! http…
1961,"RT @RepJudyChu: If outgoing President Trump  &amp; the GOP win their anti-ACA case in the Supreme Court today, then millions will lose coverage…"
1962,RT @RepRobinKelly: The ACA was the most significant health equity legislation in a generation. This latest GOP attack undermines these mass…
1963,"Democrats believe this lawsuit has no merit, and we will continue to fight to make coverage more affordable and accessible for all Americans. #SaveTheACA

Read my full statement with @SenSchumer here: https://t.co/ZhZErjBs5h"
1964,"If the Trump-GOP lawsuit is successful, more than 20 million Americans could lose their health care coverage, 130 million Americans with pre-existing conditions could lose protections, and drug costs could skyrocket for seniors."
1965,"Republicans have tried and failed to repeal the ACA at least 70 times in Congress and twice through the courts, but as was heard in today’s oral arguments, the Supreme Court must be deferential to Congress’s intent and uphold the law."
1966,"RT @RepHoulahan: Even a global pandemic couldn't stop this Administration's years-long effort to dismantle the ACA. Rest assured, I won't s…"
1967,RT @DonaldNorcross: Millions of Americans will lose pre-existing condition protections if Republicans succeed in dismantling the Affordable…
1968,RT @RepDwightEvans: President Trump and Republicans are continuing their attacks on the Affordable Care Act today at the Supreme Court. We…
1969,RT @RepLBR: Millions of Americans live with pre-existing conditions and they rely on the Affordable Care Act’s pre-existing condition prote…
1970,"RT @LeaderHoyer: Today, the SCOTUS will begin hearing oral arguments in a GOP lawsuit that, if successful, would kick millions off their co…"
1971,"RT @RepCasten: No preventative care requirement

No pre-existing condition protections

No Medicaid expansion

Being a woman = pre-existing…"
1972,"More than 130 million Americans live with pre-existing conditions. Today, Republicans’ single-minded effort to tear the ACA’s protections away from these Americans – in the middle of a pandemic – is before the Supreme Court. #SaveTheACA https://t.co/zY0RZiZ9GO"
1973,"If Republicans get their way:
 
🩺 No more preventative care requirement
💊 No more pre-existing condition protections
🤒 No more Medicaid expansion
👭 Women will be charged more for care
 
#SaveTheACA"
1974,Read my full statement here: https://t.co/4jchkyWILx
1975,"We are praying that the early evidence of vaccine efficacy &amp; safety holds true so that the vaccine can be approved—not one day sooner or later than it is ready.

Until then, we must crush the virus with testing, tracing, treatment, mask wearing &amp; social distancing to save lives."
1976,"In President-elect Joe Biden, Americans elected a leader ready on Day One. Working together with President Biden and Vice President Harris, we have the opportunity to deliver extraordinary progress For The People. https://t.co/CKwVtR4qpz https://t.co/aPjv4mTT4l"
1977,We kept the republic! Congratulations to Joe Biden on his victory for the soul of our country. Congratulations to Kamala Harris for making history. It’s a time to heal and a time to grow together. E Pluribus Unum.
1978,Tune in as I speak with reporters this morning in Washington. https://t.co/P20e3SZxiy
1979,"I will be speaking with reporters live at the U.S. Capitol at 10:45 am ET.

Watch here: https://t.co/rFd2fqW3Qv"
1980,"The scale of the sorrow experienced by families &amp; communities across our country this year is almost impossible to imagine. Thank you, @sbfirstenberg &amp; @chefjoseandres, for bringing the moving @inamericaflags into existence to honor the more than 230,000 lives we’ve lost. https://t.co/Q7arTsyeZZ"
1981,"Affordable health coverage is more essential than ever during the pandemic. Families can rest assured that Democrats will continue to fight so millions of Americans will have access to quality, affordable plans through the ACA marketplace. #GetCovered https://t.co/GlOYHMZ3h9 https://t.co/wqg8inYBnz"
1982,"RT @RepJasonCrow: For all the ways this year is different, our basic voting process is the same as it has always been: we vote, we count al…"
1983,The Trump Administration’s pitiful response to the coronavirus crisis is the latest reminder that they have no respect for people in need. Democrats are committed to fighting to put #FamiliesFirst. @mitchellreports https://t.co/K5rWWknsxz
1984,"As our nation fights this coronavirus, we must insist on facts &amp; truth — and the truth is that the Trump Administration has failed miserably in responding to this virus. https://t.co/f7ZEPMDVSy"
1985,.@RepJasonCrow is right: American democracy is not inevitable — and the best way we can protect it is by exercising our right to vote. https://t.co/gWQ0QvxG5w
1986,"Cecilia Chiang dedicated her career to lifting up Chinese culinary heritage. Her work brought this celebrated tradition to people in San Francisco &amp; nationwide, and paved the way for women &amp; immigrants to enter the culinary field. She will be missed. https://t.co/fKGQ4nzEbc"
1987,"Over 800k of the 1.1 million who recently left the workforce due to the pandemic are women — 40% are Latinas. We must make #EqualPay the law of the land, so that a Latina doesn't have to work for 22 months to earn the same as a white male. #LatinaEqualPayDay https://t.co/r8WWz83hJr"
1988,Tune in as I speak with reporters during my weekly press conference live from the U.S. Capitol. https://t.co/ohtoaRJj6b
1989,"I will be speaking with reporters at the U.S. Capitol at 10:45 am ET.

Tune in here: https://t.co/2fi357l3G3"
1990,"This morning, as our nation approaches nine million COVID-19 cases and a quarter of a million lives lost, I sent a letter to @stevenmnuchin1 seeking the Trump Admin’s responses on several outstanding items in COVID relief negotiations. Read my letter here: https://t.co/3qCoh3HDSW https://t.co/IlDhRUD8lF"
1991,The best thing the President can do for our country is to stand up and take the results of this election like a man. #MSNBCLive https://t.co/FmwoQCqK0Q
1992,"For months, @HouseDemocrats have fought to deliver relief for American families — and yet President Trump and Congressional Republicans have refused to work with us to put #FamiliesFirst. #MSNBCLive https://t.co/bvIGq22S9D"
1993,"Paul &amp; I were deeply saddened to hear of Barbara Taylor’s passing. Barbara was a tireless advocate for transparency &amp; a brilliant journalist. May it be a comfort to her husband, Mark, and their family &amp; friends that so many mourn with them. https://t.co/GrPNAbWqOp"
1994,"RT @PaidLeaveforAll: Congressman John Lewis said it best: ""Time is our most precious and limited resource."" In the midst of this pandemic,…"
1995,Reliable high-speed internet isn’t a luxury — it is a necessity as communities confront the COVID-19 pandemic. The FCC’s repeal of #NetNeutrality is a blow against small businesses and students nationwide. We will not give up the fight to restore the free &amp; open internet.
1996,"On this solemn anniversary, all Americans must come together to condemn these heinous acts and honor our values of freedom and diversity. https://t.co/teOjGo9min"
1997,"Two years after an unspeakable act of terrorism &amp; anti-Semitic hatred stole the lives of eleven peaceful worshipers at the Tree of Life Synagogue, we continue to mourn with the families of those who were lost. https://t.co/jq2wWwJZ1M"
1998,"The President’s Supreme Court manipulation threatens the very values and rights that define and distinguish our nation. #SCOTUS

Read my full statement here: https://t.co/PmyOgtBFjo"
1999,President Trump and Senate Republicans have committed an act of supreme desperation: jamming through a Supreme Court nominee just eight days before Election Day as part of their years-long campaign to destroy Americans’ health care.
2000,".@HouseDemocrats are fighting for:
-Food for the hungry families
-Rent assistance for those facing eviction
-Strategic plan to crush the virus

It’s time for Republicans to accept the science and work with us to achieve these and other goals laid out in the #HeroesAct. https://t.co/uv5dkbqNq8"
2001,"Until the GOP can agree that science and governance are the key to crushing the virus, the pandemic will continue to destroy the lives and livelihoods of the American people. #MSNBCLive https://t.co/YCz4jqL0aP"
2002,"In a victory for justice, our Constitution and our American Democracy, a federal court ruled today that President Trump’s effort to block an accurate count of the “whole number of persons” in our country is unconstitutional. https://t.co/1tTC9vsZ7R"
2003,"With the stroke of his pen, the President tries to undermine the value of public service. His action is an outrage and Democrats will fight it. Once again, he proves himself unworthy of the office he holds. https://t.co/Hqmrfq9WDL"
2004,"I will be speaking reporters live at the U.S. Capitol at 10:45 am ET.

Tune in here: https://t.co/2fi357CExB"
2005,Americans in dire need deserve action in time for them to receive relief before their November rent is due. Republicans must step up and work with us to deliver. @mitchellreports https://t.co/8Zgk7VxJ0A
2006,There is no reason America’s schools shouldn’t be the safest place for our children to learn and thrive. House Democrats are committed to ensuring any relief agreement delivers the safe learning environment our children deserve. @mitchellreports https://t.co/1AXKPosVTz
2007,Helping the most vulnerable members of our communities isn’t only the compassionate thing to do — it is the best way to protect the economy as the fight to defeat the coronavirus moves forward. #TheReidOut https://t.co/FC2sOYH6MC
2008,"For decades, SNAP has been a lifeline in the fight against hunger and a proven pathway out of poverty for millions. The Courts are clear: the Trump Admin’s rule stealing food off the table of over one million struggling Americans is contrary to the law. https://t.co/iTUasPmkmm"
2009,"The Trump Administration must negotiate in good faith. They told us they would put a light touch on our most recent proposal for testing &amp; tracing. Instead, they took a chainsaw to the proposal, cutting more than half of our proposal. #ThisWeek https://t.co/UFpsfb5SP2"
2010,"RT @OversightDems: One year ago today, we lost Chairman Elijah E. Cummings.  Watch this tribute and his message to America:  VOTE. https://…"
2011,"RT @RepBarbaraLee: If you are poor, Black, Latinx, Asian American, Pacific Islander or Indigenous, you are at much greater risk during this…"
2012,Communities of color &amp; working families across this country have been subjected to the very worst of the coronavirus crisis. Republicans must work with us to protect lives &amp; livelihoods nationwide. https://t.co/UKTuzj1NGB
2013,It is already clear that compassion will not drive Republicans to help the millions of Americans struggling financially from this crisis. But perhaps they can recognize the stimulating effect that helping struggling families will have on our economy. #DeadlineWH https://t.co/is57yKrooj
2014,"RT @WaysMeansCmte: Rather than provide real relief, the President is proposing a stimulus bill that excludes expansions of the Earned Incom…"
2015,"RT @COVIDOversight: NEW #PPP REPORT:
➡️Lenders processed bigger #PPPLoans for wealthy customers at &gt;2x speed of smaller loans for neediest…"
2016,"Because of President Trump’s assault on the #2020Census, tonight is the last chance to make sure you and your family are counted.

Fill out your census form by clicking here: https://t.co/hfLr8bnHy0"
2017,"The GOP gave a $150 billion tax giveaway to the wealthiest in America, but now claim we cannot afford to provide expanded benefits for the unemployed. 
 
The GOP needs to get serious &amp; work with Democrats to come to an agreement that helps working families. #LastWord https://t.co/UHvgQc354b"
2018,We want to have an agreement. Yet Republicans refuse to ensure that such an agreement puts #FamiliesFirst. #LastWord https://t.co/E5eQRrpAqr
2019,Read my full statement here: https://t.co/pJhkCf2j0X
2020,Today’s Supreme Court decision enables the President’s attack on the Census. A fair &amp; accurate count is essential to ensuring all Americans have a voice in our democracy. The House will continue to fight in the courts &amp; in Congress to protect the Census.
